,carlength,curbweight,boreratio,fuelefficiency,enginesize,price,carwidth,wheelbase,horsepower,symboling_-1,symboling_0,symboling_1,symboling_2,symboling_3,fueltype_gas,aspiration_turbo,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginelocation_rear,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,binned_med-price,binned_high-price
37,167.5,2236,3.15,29.0,110,7895,65.2,96.5,86,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
38,167.5,2289,3.15,29.0,110,9095,65.2,96.5,86,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
39,175.4,2304,3.15,29.0,110,8845,65.2,96.5,86,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
40,175.4,2372,3.15,29.0,110,10295,62.5,96.5,86,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
41,175.4,2465,3.15,25.0,110,12945,65.2,96.5,101,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
42,169.1,2293,3.15,27.0,110,10345,66.0,96.5,100,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43,170.7,2337,3.31,25.0,111,6785,61.8,94.3,78,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
44,155.9,1874,3.03,40.0,90,8916,63.6,94.5,70,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
45,155.9,1909,3.03,40.0,90,8916,63.6,94.5,70,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
46,172.6,2734,3.43,25.0,119,11048,65.2,96.0,90,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
47,199.6,4066,3.63,16.0,258,32250,69.6,113.0,176,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48,199.6,4066,3.63,16.0,258,35550,69.6,113.0,176,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
49,191.7,3950,3.54,14.0,326,36000,70.6,102.0,262,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
50,159.1,1890,3.03,30.0,91,5195,64.2,93.1,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
51,159.1,1900,3.03,33.0,91,6095,64.2,93.1,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52,159.1,1905,3.03,33.0,91,6795,64.2,93.1,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
53,166.8,1945,3.03,33.0,91,6695,64.2,93.1,68,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
54,166.8,1950,3.08,33.0,91,7395,64.2,93.1,68,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
55,169.0,2380,3.33,19.0,70,10945,65.7,95.3,101,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
56,169.0,2380,3.33,19.0,70,11845,65.7,95.3,101,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
57,169.0,2385,3.33,19.0,70,13645,65.7,95.3,101,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
58,169.0,2500,3.33,18.0,80,15645,65.7,95.3,135,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
59,177.8,2385,3.39,28.0,122,8845,66.5,98.8,84,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
60,177.8,2410,3.39,28.0,122,8495,66.5,98.8,84,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
61,177.8,2385,3.39,28.0,122,10595,66.5,98.8,84,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
62,177.8,2410,3.39,28.0,122,10245,66.5,98.8,84,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
63,177.8,2443,3.39,38.0,122,10795,66.5,98.8,64,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
64,177.8,2425,3.39,28.0,122,11245,66.5,98.8,84,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
65,175.0,2670,3.76,21.0,140,18280,66.1,104.9,120,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
66,175.0,2700,3.43,33.0,134,18344,66.1,104.9,72,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
67,190.9,3515,3.58,23.0,183,25552,70.3,110.0,123,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
68,190.9,3750,3.58,23.0,183,28248,70.3,110.0,123,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
69,187.5,3495,3.58,23.0,183,28176,70.3,106.7,123,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
70,202.6,3770,3.58,23.0,183,31600,71.7,115.6,123,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
71,202.6,3740,3.46,17.0,234,34184,71.7,115.6,155,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
72,180.3,3685,3.46,17.0,234,35056,70.5,96.6,155,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
73,208.1,3900,3.8,15.0,308,40960,71.7,120.9,184,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74,199.2,3715,3.8,15.0,304,45400,72.0,112.0,184,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,178.4,2910,3.78,20.0,140,16503,68.0,102.7,175,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
76,157.3,1918,2.97,38.0,92,5389,64.4,93.7,68,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
77,157.3,1944,2.97,33.0,92,6189,64.4,93.7,68,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
78,157.3,2004,2.97,33.0,92,6669,64.4,93.7,68,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
79,157.3,2145,3.03,26.0,98,7689,63.8,93.0,102,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
80,173.0,2370,3.17,25.0,110,9959,65.4,96.3,116,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
81,173.0,2328,3.35,27.0,122,8499,65.4,96.3,88,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
82,173.2,2833,3.58,20.0,156,12629,66.3,95.9,145,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
83,173.2,2921,3.59,20.0,156,14869,66.3,95.9,145,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
84,173.2,2926,3.59,20.0,156,14489,66.3,95.9,145,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
85,172.4,2365,3.35,27.0,122,6989,65.4,96.3,88,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
86,172.4,2405,3.35,27.0,122,8189,65.4,96.3,88,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
87,172.4,2403,3.17,25.0,110,9279,65.4,96.3,116,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
88,172.4,2403,3.17,25.0,110,9279,65.4,96.3,116,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
89,165.3,1889,3.15,33.0,97,5499,63.8,94.5,69,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
90,165.3,2017,2.99,46.0,103,7099,63.8,94.5,55,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
91,165.3,1918,3.15,33.0,97,6649,63.8,94.5,69,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
92,165.3,1938,3.15,33.0,97,6849,63.8,94.5,69,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
93,170.2,2024,3.15,33.0,97,7349,63.8,94.5,69,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
94,165.3,1951,3.15,33.0,97,7299,63.8,94.5,69,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
95,165.6,2028,3.15,33.0,97,7799,63.8,94.5,69,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
96,165.3,1971,3.15,33.0,97,7499,63.8,94.5,69,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
97,170.2,2037,3.15,33.0,97,7999,63.8,94.5,69,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
98,162.4,2008,3.15,33.0,97,8249,63.8,95.1,69,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
99,173.4,2324,3.33,29.0,120,8949,65.2,97.2,97,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
100,173.4,2302,3.33,29.0,120,9549,65.2,97.2,97,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
101,181.7,3095,3.43,18.0,181,13499,66.5,100.4,152,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
102,184.6,3296,3.43,18.0,181,14399,66.5,100.4,152,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
103,184.6,3060,3.43,21.0,181,13499,66.5,100.4,152,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
104,170.7,3071,3.43,21.0,181,17199,67.9,91.3,160,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
105,170.7,3139,3.43,19.0,181,19699,67.9,91.3,200,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
106,178.5,3139,3.43,21.0,181,18399,67.9,99.2,160,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
107,186.7,3020,3.46,20.0,120,11900,68.4,107.9,97,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
108,186.7,3197,3.7,30.0,152,13200,68.4,107.9,95,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
109,198.9,3230,3.46,20.0,120,12440,68.4,114.2,97,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
110,198.9,3430,3.7,25.0,152,13860,68.4,114.2,95,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
111,186.7,3075,3.46,20.0,120,15580,68.4,107.9,95,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
112,186.7,3252,3.7,30.0,152,16900,68.4,107.9,95,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
113,198.9,3285,3.46,20.0,120,16695,68.4,114.2,95,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
114,198.9,3485,3.7,25.0,152,17075,68.4,114.2,95,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
115,186.7,3075,3.46,20.0,120,16630,68.4,107.9,97,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
116,186.7,3252,3.7,30.0,152,17950,68.4,107.9,95,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
117,186.7,3130,3.61,20.0,134,18150,68.3,108.0,142,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
118,157.3,1918,2.97,38.0,90,5572,63.8,93.7,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
119,157.3,2128,3.03,26.0,98,7957,63.8,93.7,102,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
120,157.3,1967,2.97,33.0,90,6229,63.8,93.7,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
121,167.3,1989,2.97,33.0,90,6692,63.8,93.7,68,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
122,167.3,2191,2.97,33.0,98,7609,63.8,93.7,68,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
123,174.6,2535,3.35,26.0,122,8921,64.6,103.3,88,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
124,173.2,2818,3.59,20.0,156,12764,66.3,95.9,145,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
125,168.9,2778,3.94,21.0,151,22018,68.3,94.5,143,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
126,168.9,2756,3.74,19.0,194,32528,65.0,89.5,207,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
127,168.9,2756,3.74,19.0,194,34028,65.0,89.5,207,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
128,168.9,2800,3.74,19.0,194,37028,65.0,89.5,207,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
129,175.7,3366,3.94,20.0,203,31400,72.3,98.4,288,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
130,181.5,2579,3.46,25.0,132,9295,66.5,96.1,90,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
131,176.8,2460,3.46,25.0,132,9895,66.6,96.1,90,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
132,186.6,2658,3.54,23.0,121,11850,66.5,99.1,110,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
133,186.6,2695,3.54,23.0,121,12170,66.5,99.1,110,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
134,186.6,2707,2.54,23.0,121,15040,66.5,99.1,110,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
135,186.6,2758,3.54,23.0,121,15510,66.5,99.1,110,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
136,186.6,2808,3.54,21.0,121,18150,66.5,99.1,160,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
137,186.6,2847,3.54,21.0,121,18620,66.5,99.1,160,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
138,156.9,2050,3.62,32.0,97,5118,63.4,93.7,69,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
139,157.9,2120,3.62,28.0,108,7053,63.6,93.7,73,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
140,157.3,2240,3.62,28.0,108,7603,63.8,93.3,73,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
141,172.0,2145,3.62,34.0,108,7126,65.4,97.2,82,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
142,172.0,2190,3.62,30.0,108,7775,65.4,97.2,82,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
143,172.0,2340,3.62,28.0,108,9960,65.4,97.2,94,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
144,172.0,2385,3.62,24.0,108,9233,65.4,97.0,82,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
145,172.0,2510,3.62,25.0,108,11259,65.4,97.0,111,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
146,173.5,2290,3.62,29.0,108,7463,65.4,97.0,82,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
147,173.5,2455,3.62,27.0,108,10198,65.4,97.0,94,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
148,173.6,2420,3.62,25.0,108,8013,65.4,96.9,82,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
149,173.6,2650,3.62,23.0,108,11694,65.4,96.9,111,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
150,158.7,1985,3.05,36.0,92,5348,63.6,95.7,62,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
151,158.7,2040,3.05,33.0,92,6338,63.6,95.7,62,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
