"ID";"OrderId";"ProductId";"UnitPrice";"Quantity"
340;128;54;5.9;10.0
341;129;31;10.0;42.0
342;130;28;36.4;20.0
343;130;39;14.4;20.0
344;131;71;17.2;6.0
345;132;41;7.7;8.0
346;132;63;35.1;16.0
347;132;65;16.8;20.0
348;133;30;20.7;18.0
349;133;53;26.2;20.0
350;133;60;27.2;6.0
351;133;70;12.0;30.0
352;134;74;8.0;14.0
353;135;5;17.0;32.0
354;135;18;50.0;9.0
355;135;29;99.0;14.0
356;135;33;2.0;60.0
357;135;74;8.0;50.0
358;136;13;4.8;20.0
359;136;50;13.0;15.0
360;136;56;30.4;20.0
361;137;20;64.8;28.0
362;137;60;27.2;15.0
363;138;7;24.0;10.0
364;138;60;27.2;20.0
365;138;68;10.0;8.0
366;139;24;3.6;15.0
367;139;34;11.2;10.0
368;140;24;3.6;15.0
369;140;28;36.4;6.0
370;140;59;44.0;12.0
371;140;71;17.2;15.0
372;141;45;7.6;15.0
373;141;52;5.6;20.0
374;141;53;26.2;40.0
375;142;10;24.8;16.0
376;142;55;19.2;15.0
377;142;62;39.4;20.0
378;142;70;12.0;30.0
379;143;31;10.0;60.0
380;143;35;14.4;40.0
381;143;46;9.6;45.0
382;143;72;27.8;24.0
383;144;13;4.8;18.0
384;145;69;28.8;50.0
385;146;2;15.2;25.0
386;146;14;18.6;42.0
387;146;25;11.2;7.0
388;146;26;24.9;70.0
389;146;31;10.0;32.0
390;147;13;4.8;10.0
391;147;62;39.4;10.0
392;148;46;9.6;28.0
393;148;53;26.2;70.0
394;148;69;28.8;8.0
395;149;23;7.2;40.0
396;149;71;17.2;60.0
397;149;72;27.8;21.0
398;150;21;8.0;10.0
399;150;51;42.4;18.0
400;151;35;14.4;30.0
401;151;55;19.2;120.0
402;152;68;10.0;60.0
403;152;71;17.2;30.0
404;152;76;14.4;35.0
405;152;77;10.4;14.0
406;153;29;99.0;21.0
407;153;35;14.4;35.0
408;153;49;16.0;30.0
409;154;30;20.7;18.0
410;154;56;30.4;70.0
411;154;65;16.8;20.0
412;154;71;17.2;60.0
413;155;23;7.2;60.0
414;155;63;35.1;65.0
415;156;16;13.9;21.0
416;156;48;10.2;70.0
417;157;26;24.9;30.0
418;157;42;11.2;40.0
419;157;49;16.0;30.0
420;158;3;8.0;50.0
421;159;1;14.4;10.0
422;159;21;8.0;30.0
423;159;28;36.4;42.0
424;159;36;15.2;5.0
425;159;40;14.7;2.0
426;160;11;16.8;30.0
427;160;69;28.8;15.0
428;160;71;17.2;15.0
429;161;37;20.8;10.0
430;161;54;5.9;6.0
431;161;62;39.4;35.0
432;162;14;18.6;12.0
433;162;21;8.0;12.0
434;163;33;2.0;49.0
435;163;59;44.0;16.0
436;164;41;7.7;25.0
437;164;44;15.5;40.0
438;164;59;44.0;9.0
439;165;14;18.6;20.0
440;166;1;14.4;24.0
441;166;62;39.4;40.0
442;166;76;14.4;14.0
443;167;19;7.3;18.0
444;167;33;2.0;50.0
445;168;17;31.2;2.0
446;168;33;2.0;20.0
447;169;19;7.3;20.0
448;169;53;26.2;10.0
449;169;57;15.6;20.0
450;170;38;210.8;50.0
451;170;46;9.6;2.0
452;170;68;10.0;36.0
453;170;77;10.4;35.0
454;171;2;15.2;60.0
455;171;47;7.6;55.0
456;171;61;22.8;16.0
457;171;74;8.0;15.0
458;172;60;27.2;60.0
459;172;69;28.8;20.0
460;173;9;77.6;20.0
461;173;13;4.8;2.0
462;173;70;12.0;8.0
463;173;73;12.0;20.0
464;174;19;7.3;4.0
465;174;26;24.9;30.0
466;174;53;26.2;15.0
467;174;77;10.4;10.0
468;175;26;24.9;2.0
469;176;31;10.0;14.0
470;176;59;44.0;20.0
471;177;35;14.4;60.0
472;177;38;210.8;49.0
473;177;68;10.0;30.0
474;178;55;19.2;10.0
475;178;76;14.4;20.0
476;179;56;30.4;5.0
477;179;64;26.6;7.0
478;180;14;18.6;35.0
479;181;46;9.6;20.0
480;182;50;13.0;40.0
481;182;63;35.1;35.0
482;183;17;31.2;45.0
483;183;21;8.0;50.0
484;183;56;30.4;30.0
485;183;59;44.0;70.0
486;184;17;31.2;50.0
487;184;40;14.7;50.0
488;184;47;7.6;30.0
489;185;26;24.9;10.0
490;185;54;5.9;40.0
491;186;56;30.4;28.0
492;187;11;16.8;6.0
493;187;76;14.4;18.0
494;188;2;15.2;10.0
495;188;22;16.8;12.0
496;188;72;27.8;10.0
497;189;46;9.6;5.0
498;189;56;30.4;40.0
499;189;64;26.6;30.0
500;189;75;6.2;24.0
501;190;53;26.2;15.0
502;191;19;7.3;15.0
503;191;34;11.2;20.0
504;191;57;15.6;15.0
505;192;12;30.4;15.0
506;192;16;13.9;16.0
507;192;64;26.6;6.0
508;192;74;8.0;30.0
509;193;2;15.2;45.0
510;193;16;13.9;49.0
511;193;29;99.0;24.0
512;193;61;22.8;90.0
513;194;27;35.1;50.0
514;195;11;16.8;30.0
515;195;54;5.9;80.0
516;195;66;13.6;60.0
517;196;11;16.8;6.0
518;196;28;36.4;12.0
519;197;17;31.2;10.0
520;197;26;24.9;15.0
521;197;35;14.4;8.0
522;197;41;7.7;30.0
523;198;39;14.4;6.0
524;198;54;5.9;15.0
525;199;19;7.3;12.0
526;199;24;3.6;20.0
527;199;31;10.0;3.0
528;199;52;5.6;15.0
529;200;19;7.3;40.0
530;200;65;16.8;35.0
531;200;71;17.2;2.0
532;201;26;24.9;6.0
533;201;40;14.7;20.0
534;202;10;24.8;14.0
535;202;52;5.6;20.0
536;202;62;39.4;35.0
537;203;10;24.8;20.0
538;203;54;5.9;6.0
539;204;55;19.2;120.0
540;204;64;26.6;35.0
541;204;65;16.8;28.0
542;204;77;10.4;55.0
543;205;28;36.4;15.0
544;205;44;15.5;100.0
545;206;48;10.2;15.0
546;206;70;12.0;25.0
547;207;16;13.9;20.0
548;207;33;2.0;20.0
549;207;46;9.6;10.0
550;208;39;14.4;20.0
551;208;53;26.2;50.0
552;208;61;22.8;25.0
553;208;71;17.2;30.0
554;209;21;8.0;40.0
555;209;49;16.0;21.0
556;210;59;44.0;36.0
557;211;26;24.9;30.0
558;211;28;36.4;30.0
559;211;43;36.8;20.0
560;211;56;30.4;15.0
561;211;71;17.2;50.0
562;212;7;24.0;16.0
563;212;46;9.6;20.0
564;212;72;27.8;40.0
565;213;68;10.0;21.0
566;213;75;6.2;4.0
567;214;21;8.0;40.0
568;214;30;20.7;28.0
569;214;55;19.2;60.0
570;215;13;4.8;1.0
571;215;23;7.2;21.0
572;216;19;7.3;21.0
573;216;42;11.2;50.0
574;217;4;17.6;16.0
575;217;43;36.8;3.0
576;217;56;30.4;30.0
577;217;60;27.2;20.0
578;218;24;3.6;25.0
579;218;29;99.0;18.0
580;218;40;14.7;20.0
581;218;45;7.6;30.0
582;218;50;13.0;25.0
583;219;11;16.8;10.0
584;219;46;9.6;5.0
585;220;24;3.6;28.0
586;220;25;11.2;12.0
587;221;30;20.7;8.0
588;221;43;36.8;15.0
589;222;2;15.2;40.0
590;222;16;13.9;35.0
591;222;44;15.5;2.0
592;223;18;50.0;30.0
593;223;23;7.2;15.0
594;223;64;26.6;8.0
595;224;7;24.0;30.0
596;224;56;30.4;20.0
597;225;24;3.6;80.0
598;225;51;42.4;18.0
599;226;33;2.0;12.0
600;226;71;17.2;12.0
601;227;14;18.6;12.0
602;227;28;36.4;18.0
603;227;40;14.7;21.0
604;227;75;6.2;10.0
605;228;31;10.0;35.0
606;228;66;13.6;60.0
607;228;76;14.4;42.0
608;229;55;19.2;2.0
609;229;70;12.0;12.0
610;230;1;14.4;15.0
611;230;21;8.0;21.0
612;230;39;14.4;20.0
613;231;10;24.8;20.0
614;232;38;210.8;30.0
615;232;53;26.2;28.0
616;232;59;44.0;60.0
617;232;64;26.6;30.0
618;233;47;7.6;30.0
619;233;59;44.0;12.0
620;234;49;16.0;24.0
621;234;60;27.2;40.0
622;235;40;14.7;10.0
623;236;34;11.2;35.0
624;236;77;10.4;30.0
625;237;21;8.0;14.0
626;237;40;14.7;10.0
627;237;51;42.4;3.0
628;238;2;15.2;20.0
629;238;3;8.0;20.0
630;238;55;19.2;30.0
631;238;70;12.0;60.0
632;239;11;16.8;5.0
633;239;51;42.4;25.0
634;239;74;8.0;16.0
635;240;19;7.3;5.0
636;240;26;24.9;30.0
637;240;54;5.9;24.0
638;241;59;44.0;30.0
639;241;73;12.0;20.0
640;242;11;16.8;15.0
641;242;16;13.9;18.0
642;243;59;44.0;60.0
643;243;68;10.0;30.0
644;243;75;6.2;36.0
645;244;44;15.5;15.0
646;244;77;10.4;7.0
647;245;25;11.2;60.0
648;245;42;11.2;20.0
649;246;65;16.8;15.0
650;246;66;13.6;10.0
651;246;69;28.8;10.0
652;247;56;30.4;30.0
653;248;23;7.2;10.0
654;248;41;7.7;20.0
655;248;77;10.4;5.0
656;249;31;10.0;20.0
657;250;56;30.4;14.0
658;250;72;27.8;25.0
659;250;77;10.4;25.0
660;251;24;4.5;14.0
661;251;40;18.4;5.0
662;251;42;14.0;30.0
663;252;28;45.6;20.0
664;252;49;20.0;25.0
665;253;15;15.5;12.0
666;253;28;45.6;8.0
667;254;54;7.45;20.0
668;255;45;9.5;21.0
669;255;53;32.8;6.0
670;255;67;14.0;30.0
671;256;14;23.25;70.0
672;256;65;21.05;20.0
673;257;2;19.0;12.0
674;257;21;10.0;12.0
675;257;53;32.8;10.0
676;257;61;28.5;25.0
677;258;62;49.3;3.0
678;259;25;14.0;18.0
679;259;70;15.0;14.0
680;260;43;46.0;15.0
681;260;48;12.75;15.0
682;261;13;6.0;10.0
683;261;39;18.0;10.0
684;262;28;45.6;3.0
685;263;29;123.79;36.0
686;263;75;7.75;36.0
687;264;4;22.0;50.0
688;264;7;30.0;50.0
689;264;8;40.0;10.0
690;265;24;4.5;10.0
691;265;46;12.0;9.0
692;265;47;9.5;6.0
693;265;60;34.0;12.0
694;266;21;10.0;40.0
695;266;32;32.0;50.0
696;266;61;28.5;15.0
697;267;20;81.0;39.0
698;267;28;45.6;35.0
699;267;56;38.0;70.0
700;267;65;21.05;39.0
701;267;75;7.75;50.0
702;268;9;97.0;16.0
703;268;16;17.45;50.0
704;268;27;43.9;120.0
705;268;33;2.5;16.0
706;268;60;34.0;84.0
707;269;18;62.5;25.0
708;269;41;9.65;80.0
709;269;42;14.0;20.0
710;270;52;7.0;6.0
711;270;59;55.0;4.0
712;270;70;15.0;6.0
713;271;24;4.5;5.0
714;271;38;263.5;15.0
715;271;44;19.45;9.0
716;272;10;31.0;16.0
717;272;56;38.0;40.0
718;272;60;34.0;10.0
719;273;24;4.5;8.0
720;273;53;32.8;5.0
721;274;35;18.0;3.0
722;274;41;9.65;10.0
723;274;68;12.5;6.0
724;275;1;18.0;40.0
725;275;8;40.0;24.0
726;275;30;25.89;20.0
727;275;40;18.4;25.0
728;276;17;39.0;25.0
729;276;20;81.0;15.0
730;276;37;26.0;18.0
731;276;41;9.65;6.0
732;277;10;31.0;2.0
733;277;30;25.89;10.0
734;277;43;46.0;60.0
735;277;54;7.45;15.0
736;278;36;19.0;30.0
737;278;40;18.4;15.0
738;279;1;18.0;8.0
739;279;13;6.0;10.0
740;279;56;38.0;30.0
741;280;4;22.0;50.0
742;280;36;19.0;30.0
743;281;11;21.0;3.0
744;281;33;2.5;8.0
745;281;72;34.8;9.0
746;282;55;24.0;14.0
747;282;68;12.5;20.0
748;282;69;36.0;10.0
749;283;17;39.0;40.0
750;283;43;46.0;25.0
751;283;61;28.5;20.0
752;283;76;18.0;50.0
753;284;59;55.0;2.0
754;285;30;25.89;15.0
755;285;66;17.0;24.0
756;286;4;22.0;50.0
757;286;72;34.8;24.0
758;286;73;15.0;24.0
759;287;30;25.89;10.0
760;287;40;18.4;10.0
761;287;54;7.45;10.0
762;288;11;21.0;50.0
763;288;40;18.4;10.0
764;288;57;19.5;5.0
765;288;59;55.0;15.0
766;289;12;38.0;15.0
767;289;31;12.5;20.0
768;289;33;2.5;30.0
769;289;60;34.0;35.0
770;290;31;12.5;30.0
771;290;51;53.0;6.0
772;290;58;13.25;20.0
773;290;72;34.8;21.0
774;290;73;15.0;9.0
775;291;70;15.0;7.0
776;291;72;34.8;1.0
777;292;13;6.0;8.0
778;292;21;10.0;15.0
779;292;33;2.5;15.0
780;292;49;20.0;6.0
781;293;3;10.0;60.0
782;293;26;31.23;40.0
783;293;38;263.5;30.0
784;293;68;12.5;35.0
785;294;24;4.5;35.0
786;294;38;263.5;4.0
787;294;65;21.05;36.0
788;294;71;21.5;9.0
789;295;11;21.0;15.0
790;295;54;7.45;24.0
791;296;12;38.0;30.0
792;296;23;9.0;70.0
793;297;28;45.6;7.0
794;297;67;14.0;7.0
795;298;11;21.0;10.0
796;299;7;30.0;10.0
797;299;35;18.0;30.0
798;299;62;49.3;40.0
799;300;32;32.0;24.0
800;300;36;19.0;60.0
801;301;34;14.0;10.0
802;301;41;9.65;14.0
803;302;31;12.5;55.0
804;302;45;9.5;100.0
805;302;51;53.0;48.0
806;303;17;39.0;8.0
807;303;19;9.2;10.0
808;303;21;10.0;6.0
809;303;61;28.5;10.0
810;304;16;17.45;40.0
811;304;35;18.0;20.0
812;304;44;19.45;40.0
813;305;69;36.0;18.0
814;305;75;7.75;30.0
815;306;11;21.0;15.0
816;306;16;17.45;14.0
817;306;22;21.0;24.0
818;306;31;12.5;30.0
819;306;35;18.0;6.0
820;307;16;17.45;30.0
821;307;23;9.0;20.0
822;307;62;49.3;20.0
823;307;77;13.0;10.0
824;308;14;23.25;30.0
825;308;19;9.2;35.0
826;308;24;4.5;18.0
827;308;51;53.0;20.0
828;308;56;38.0;40.0
829;309;72;34.8;24.0
830;310;64;33.25;30.0
831;310;75;7.75;20.0
832;311;47;9.5;25.0
833;311;51;53.0;20.0
834;311;52;7.0;30.0
835;311;53;32.8;18.0
836;311;73;15.0;3.0
837;312;41;9.65;12.0
838;312;55;24.0;18.0
839;313;30;25.89;20.0
840;313;62;49.3;15.0
841;314;44;19.45;10.0
842;314;51;53.0;50.0
843;315;33;2.5;20.0
844;315;62;49.3;10.0
845;316;36;19.0;25.0
846;316;52;7.0;70.0
847;317;17;39.0;16.0
848;317;31;12.5;6.0
849;317;55;24.0;25.0
850;318;24;4.5;25.0
851;318;64;33.25;18.0
852;319;11;21.0;35.0
853;319;18;62.5;18.0
854;319;76;18.0;10.0
855;320;31;12.5;60.0
856;320;51;53.0;3.0
857;320;59;55.0;40.0
858;321;10;31.0;5.0
859;322;31;12.5;35.0
860;322;76;18.0;30.0
861;323;11;21.0;15.0
862;323;56;38.0;60.0
863;324;14;23.25;11.0
864;324;42;14.0;28.0
865;325;16;17.45;12.0
866;325;32;32.0;10.0
867;325;40;18.4;50.0
868;325;75;7.75;15.0
869;326;17;39.0;18.0
870;326;34;14.0;40.0
871;326;53;32.8;25.0
872;327;33;2.5;14.0
873;327;40;18.4;2.0
874;327;62;49.3;10.0
875;327;64;33.25;6.0
876;328;59;55.0;12.0
877;328;63;43.9;6.0
878;328;72;34.8;30.0
879;328;76;18.0;10.0
880;329;1;18.0;10.0
881;329;31;12.5;20.0
882;329;44;19.45;21.0
883;330;39;18.0;10.0
884;330;75;7.75;20.0
885;330;77;13.0;18.0
886;331;35;18.0;20.0
887;331;57;19.5;6.0
888;332;15;15.5;10.0
889;332;75;7.75;21.0
890;333;14;23.25;15.0
891;333;41;9.65;9.0
892;333;65;21.05;30.0
893;334;75;7.75;50.0
894;335;57;19.5;4.0
895;335;76;18.0;14.0
896;336;29;123.79;10.0
897;336;60;34.0;24.0
898;336;69;36.0;10.0
899;337;31;12.5;50.0
900;338;47;9.5;15.0
901;339;52;7.0;4.0
902;340;26;31.23;6.0
903;340;35;18.0;20.0
904;340;77;13.0;20.0
905;341;18;62.5;40.0
906;341;42;14.0;100.0
907;342;35;18.0;4.0
908;343;1;18.0;20.0
909;343;77;13.0;60.0
910;344;3;10.0;14.0
911;344;7;30.0;10.0
912;344;54;7.45;50.0
913;345;15;15.5;25.0
914;345;26;31.23;5.0
915;346;20;81.0;21.0
916;346;69;36.0;20.0
917;346;76;18.0;4.0
918;347;52;7.0;24.0
919;347;58;13.25;30.0
920;348;35;18.0;30.0
921;348;61;28.5;120.0
922;348;69;36.0;65.0
923;349;56;38.0;5.0
924;349;63;43.9;24.0
925;349;75;7.75;30.0
926;350;24;4.5;35.0
927;350;57;19.5;20.0
928;350;65;21.05;12.0
929;351;27;43.9;50.0
930;351;71;21.5;9.0
931;352;62;49.3;10.0
932;353;54;7.45;4.0
933;353;73;15.0;30.0
934;354;13;6.0;60.0
935;354;59;55.0;35.0
936;355;77;13.0;5.0
937;356;22;21.0;48.0
938;356;49;20.0;25.0
939;357;48;12.75;6.0
940;357;76;18.0;10.0
941;358;16;17.45;30.0
942;358;59;55.0;20.0
943;358;60;34.0;70.0
944;358;71;21.5;15.0
945;359;4;22.0;20.0
946;359;55;24.0;20.0
947;359;62;49.3;10.0
948;360;7;30.0;45.0
949;360;17;39.0;100.0
950;360;33;2.5;14.0
951;360;40;18.4;42.0
952;360;72;34.8;12.0
953;361;56;38.0;28.0
954;362;1;18.0;3.0
955;362;10;31.0;10.0
956;362;21;10.0;6.0
957;363;36;19.0;21.0
958;364;1;18.0;6.0
959;364;2;19.0;10.0
960;364;60;34.0;15.0
961;365;10;31.0;70.0
962;365;36;19.0;55.0
963;365;49;20.0;18.0
964;365;60;34.0;40.0
965;365;76;18.0;80.0
966;366;13;6.0;8.0
967;366;75;7.75;40.0
968;367;11;21.0;14.0
969;367;21;10.0;8.0
970;367;39;18.0;5.0
971;368;55;24.0;5.0
972;369;38;263.5;15.0
973;369;56;38.0;14.0
974;369;70;15.0;15.0
975;369;71;21.5;15.0
976;370;59;55.0;30.0
977;371;6;25.0;70.0
978;371;56;38.0;20.0
979;371;68;12.5;15.0
980;372;21;10.0;42.0
981;372;22;21.0;40.0
982;373;24;4.5;5.0
983;373;52;7.0;5.0
984;374;19;9.2;5.0
985;374;23;9.0;10.0
986;374;70;15.0;20.0
987;374;71;21.5;15.0
988;375;2;19.0;20.0
989;375;68;12.5;18.0
990;376;14;23.25;21.0
991;376;19;9.2;15.0
992;376;21;10.0;25.0
